@context,@type,entry_id,term,iast,category,frequency_target,nakshatra_alignment,nakshatra_planet,nakshatra_goddess,guna,healing_focus,suggested_raga,mantra_seed,meaning,resonance_quality,timestamp
https://schema.org,CreativeWork,SAN-0263,Vedananda,vedananda,Hasya,145.9,['Purva Ashadha'],Venus,Apas,Rajas,Śakti (power),Khamaj,Oṁ vedanandaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.986653
https://schema.org,CreativeWork,SAN-0264,Parakara,parakara,Karuna,147.9,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Śilpa (art),Khamaj,Oṁ parakaraya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986666
https://schema.org,CreativeWork,SAN-0265,Chitkara,chitkara,Raudra,150.4,['Shravana'],Moon,Vishnu,Sattva,Śakti (power),Hamsadhwani,Oṁ chitkaraya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986682
https://schema.org,CreativeWork,SAN-0266,Pranasthiti,pranasthiti,Vira,152.2,['Dhanishtha'],Mars,Vasus,Rajas,Śravaṇa (learning),Ahir Bhairav,Oṁ pranasthitiye namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986695
https://schema.org,CreativeWork,SAN-0267,Brahmalaya,brahmalaya,Bhayanaka,154.3,['Shatabhisha'],Rahu,Varuna,Tamas,Nāyakatva (leadership),Marwa,Oṁ brahmalayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.986707
https://schema.org,CreativeWork,SAN-0268,Vedananda,vedananda,Bibhatsa,155.8,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Śuddhi (purification),Marwa,Oṁ vedanandaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986721
https://schema.org,CreativeWork,SAN-0269,Svamaya,svamaya,Adbhuta,157.6,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Saṃvedana (intuition),Bhairav,Oṁ svamayaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986734
https://schema.org,CreativeWork,SAN-0270,Chitmaya,chitmaya,Shanta,160.2,['Revati'],Mercury,Pushan,Tamas,Paitṛka (ancestral),Todi,Oṁ chitmayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986748
https://schema.org,CreativeWork,SAN-0271,Brahmagata,brahmagata,Shringara,107.5,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Nāyakatva (leadership),Hamsadhwani,Oṁ brahmagataya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986760
https://schema.org,CreativeWork,SAN-0272,Mahasara,mahasara,Hasya,110.1,['Bharani'],Venus,Yama,Rajas,Śravaṇa (learning),Bhimpalasi,Oṁ mahasaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986772
https://schema.org,CreativeWork,SAN-0273,Vedarupa,vedarupa,Karuna,111.7,['Krittika'],Sun,Agni,Tamas,Śodhana (purification),Puriya Dhanashree,Oṁ vedarupaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986784
https://schema.org,CreativeWork,SAN-0274,Mahatva,mahatva,Raudra,113.7,['Rohini'],Moon,Prajapati,Sattva,Parivartana (transformation),Shankara,Oṁ mahatvaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.986796
https://schema.org,CreativeWork,SAN-0275,Svasara,svasara,Vira,116.3,['Mrigashira'],Mars,Soma,Rajas,Śodhana (purification),Khamaj,Oṁ svasaraya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986808
https://schema.org,CreativeWork,SAN-0276,Adisara,adisara,Bhayanaka,117.5,['Ardra'],Rahu,Rudra,Tamas,Śuddhi (purification),Rageshri,Oṁ adisaraya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986820
https://schema.org,CreativeWork,SAN-0277,Chitmaya,chitmaya,Bibhatsa,120.0,['Punarvasu'],Jupiter,Aditi,Sattva,Parivartana (transformation),Kafi,Oṁ chitmayaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.986832
https://schema.org,CreativeWork,SAN-0278,Atmatva,atmatva,Adbhuta,121.9,['Pushya'],Saturn,Brihaspati,Rajas,Dhana (wealth),Darbari,Oṁ atmatvaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986846
https://schema.org,CreativeWork,SAN-0279,Adikara,adikara,Shanta,124.3,['Ashlesha'],Mercury,Sarpas,Tamas,Svātantrya (freedom),Hamsadhwani,Oṁ adikaraya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.986858
https://schema.org,CreativeWork,SAN-0280,Svapada,svapada,Shringara,126.3,['Magha'],Ketu,Pitrs,Sattva,Pauṣṭi (nourishment),Shankara,Oṁ svapadaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.986871
https://schema.org,CreativeWork,SAN-0281,Anandasara,anandasara,Hasya,128.1,['Purva Phalguni'],Venus,Bhaga,Rajas,Kauśala (creativity),Bhoop,Oṁ anandasaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986883
https://schema.org,CreativeWork,SAN-0282,Atmananda,atmananda,Karuna,130.1,['Uttara Phalguni'],Sun,Aryaman,Tamas,Maitrī (friendship),Marwa,Oṁ atmanandaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986899
https://schema.org,CreativeWork,SAN-0283,Parakara,parakara,Raudra,131.9,['Hasta'],Moon,Savitr,Sattva,Dhana (wealth),Kafi,Oṁ parakaraya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.986911
https://schema.org,CreativeWork,SAN-0284,Adigata,adigata,Vira,134.1,['Chitra'],Mars,Vishwakarma,Rajas,Kuṇḍalinī (healing),Bageshree,Oṁ adigataya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986923
https://schema.org,CreativeWork,SAN-0285,Paragata,paragata,Bhayanaka,136.2,['Swati'],Rahu,Vayu,Tamas,Maitrī (friendship),Bageshree,Oṁ paragataya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.986935
https://schema.org,CreativeWork,SAN-0286,Svakara,svakara,Bibhatsa,137.7,['Vishakha'],Jupiter,Indra-Agni,Sattva,Ārogya (healing),Todi,Oṁ svakaraya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986947
https://schema.org,CreativeWork,SAN-0287,Mahakara,mahakara,Adbhuta,140.3,['Anuradha'],Saturn,Mitra,Rajas,Paitṛka (ancestral),Darbari,Oṁ mahakaraya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.986963
https://schema.org,CreativeWork,SAN-0288,Vedapada,vedapada,Shanta,142.1,['Jyeshtha'],Mercury,Indra,Tamas,Maitrī (friendship),Brindavani Sarang,Oṁ vedapadaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986978
https://schema.org,CreativeWork,SAN-0289,Anandatva,anandatva,Shringara,143.8,['Mula'],Ketu,Nirriti,Sattva,Nāyakatva (leadership),Kafi,Oṁ anandatvaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.986991
https://schema.org,CreativeWork,SAN-0290,Svasthiti,svasthiti,Hasya,146.2,['Purva Ashadha'],Venus,Apas,Rajas,Paitṛka (ancestral),Marwa,Oṁ svasthitiye namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987003
https://schema.org,CreativeWork,SAN-0291,Vedatva,vedatva,Karuna,147.6,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Navīkaraṇa (renewal),Yaman,Oṁ vedatvaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987015
https://schema.org,CreativeWork,SAN-0292,Pranakara,pranakara,Raudra,150.3,['Shravana'],Moon,Vishnu,Sattva,Ārogya (healing),Kafi,Oṁ pranakaraya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987027
https://schema.org,CreativeWork,SAN-0293,Mahagata,mahagata,Vira,151.8,['Dhanishtha'],Mars,Vasus,Rajas,Ārogya (healing),Bhairav,Oṁ mahagataya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987040
https://schema.org,CreativeWork,SAN-0294,Mahananda,mahananda,Bhayanaka,154.0,['Shatabhisha'],Rahu,Varuna,Tamas,Pauṣṭi (nourishment),Yaman,Oṁ mahanandaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987054
https://schema.org,CreativeWork,SAN-0295,Anandamaya,anandamaya,Bibhatsa,155.7,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Parivartana (transformation),Puriya Dhanashree,Oṁ anandamayaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987068
https://schema.org,CreativeWork,SAN-0296,Pranakara,pranakara,Adbhuta,157.5,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Vijaya (victory),Darbari,Oṁ pranakaraya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987080
https://schema.org,CreativeWork,SAN-0297,Vedananda,vedananda,Shanta,159.6,['Revati'],Mercury,Pushan,Tamas,Śakti (power),Darbari,Oṁ vedanandaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987092
https://schema.org,CreativeWork,SAN-0298,Mahakara,mahakara,Shringara,107.8,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Vijaya (victory),Malkauns,Oṁ mahakaraya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987106
https://schema.org,CreativeWork,SAN-0299,Pranakara,pranakara,Hasya,110.1,['Bharani'],Venus,Yama,Rajas,Kauśala (creativity),Todi,Oṁ pranakaraya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.987118
https://schema.org,CreativeWork,SAN-0300,Anandasthiti,anandasthiti,Karuna,112.0,['Krittika'],Sun,Agni,Tamas,Kuṇḍalinī (healing),Todi,Oṁ anandasthitiye namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987131
https://schema.org,CreativeWork,SAN-0301,Parapada,parapada,Raudra,114.0,['Rohini'],Moon,Prajapati,Sattva,Pauṣṭi (nourishment),Ahir Bhairav,Oṁ parapadaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987252
https://schema.org,CreativeWork,SAN-0302,Vedagata,vedagata,Vira,116.0,['Mrigashira'],Mars,Soma,Rajas,Śodhana (purification),Puriya Dhanashree,Oṁ vedagataya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987268
https://schema.org,CreativeWork,SAN-0303,Mahakara,mahakara,Bhayanaka,117.5,['Ardra'],Rahu,Rudra,Tamas,Saṃkṣobha (transformation),Todi,Oṁ mahakaraya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987281
https://schema.org,CreativeWork,SAN-0304,Pranatva,pranatva,Bibhatsa,120.2,['Punarvasu'],Jupiter,Aditi,Sattva,Nāyakatva (leadership),Hamsadhwani,Oṁ pranatvaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987298
https://schema.org,CreativeWork,SAN-0305,Pararupa,pararupa,Adbhuta,121.9,['Pushya'],Saturn,Brihaspati,Rajas,Kuṇḍalinī (healing),Bhoop,Oṁ pararupaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987311
https://schema.org,CreativeWork,SAN-0306,Atmamaya,atmamaya,Shanta,124.0,['Ashlesha'],Mercury,Sarpas,Tamas,Kuṇḍalinī (healing),Yaman,Oṁ atmamayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987324
https://schema.org,CreativeWork,SAN-0307,Chitkara,chitkara,Shringara,126.1,['Magha'],Ketu,Pitrs,Sattva,Śodhana (purification),Darbari,Oṁ chitkaraya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987336
https://schema.org,CreativeWork,SAN-0308,Pararupa,pararupa,Hasya,127.9,['Purva Phalguni'],Venus,Bhaga,Rajas,Navīkaraṇa (renewal),Bhairav,Oṁ pararupaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987350
https://schema.org,CreativeWork,SAN-0309,Pranakara,pranakara,Karuna,129.8,['Uttara Phalguni'],Sun,Aryaman,Tamas,Dhana (wealth),Darbari,Oṁ pranakaraya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987362
https://schema.org,CreativeWork,SAN-0310,Adimaya,adimaya,Raudra,131.8,['Hasta'],Moon,Savitr,Sattva,Saṃvedana (intuition),Puriya Dhanashree,Oṁ adimayaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987376
https://schema.org,CreativeWork,SAN-0311,Chitsara,chitsara,Vira,134.0,['Chitra'],Mars,Vishwakarma,Rajas,Maitrī (friendship),Yaman,Oṁ chitsaraya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987388
https://schema.org,CreativeWork,SAN-0312,Adisthiti,adisthiti,Bhayanaka,136.0,['Swati'],Rahu,Vayu,Tamas,Dhana (wealth),Khamaj,Oṁ adisthitiye namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987403
https://schema.org,CreativeWork,SAN-0313,Atmananda,atmananda,Bibhatsa,138.0,['Vishakha'],Jupiter,Indra-Agni,Sattva,Śravaṇa (learning),Hamsadhwani,Oṁ atmanandaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987416
https://schema.org,CreativeWork,SAN-0314,Chitpada,chitpada,Adbhuta,139.6,['Anuradha'],Saturn,Mitra,Rajas,Mūla śodhana (root),Bhoop,Oṁ chitpadaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.987429
https://schema.org,CreativeWork,SAN-0315,Brahmamaya,brahmamaya,Shanta,141.6,['Jyeshtha'],Mercury,Indra,Tamas,Pauṣṭi (nourishment),Rageshri,Oṁ brahmamayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987443
https://schema.org,CreativeWork,SAN-0316,Vedapada,vedapada,Shringara,144.0,['Mula'],Ketu,Nirriti,Sattva,Navīkaraṇa (renewal),Marwa,Oṁ vedapadaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987456
https://schema.org,CreativeWork,SAN-0317,Adimaya,adimaya,Hasya,146.0,['Purva Ashadha'],Venus,Apas,Rajas,Parivartana (transformation),Hamsadhwani,Oṁ adimayaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987469
https://schema.org,CreativeWork,SAN-0318,Anandarupa,anandarupa,Karuna,147.6,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Vijaya (victory),Khamaj,Oṁ anandarupaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987483
https://schema.org,CreativeWork,SAN-0319,Brahmarupa,brahmarupa,Raudra,150.4,['Shravana'],Moon,Vishnu,Sattva,Mūla śodhana (root),Bhoop,Oṁ brahmarupaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987497
https://schema.org,CreativeWork,SAN-0320,Chitnanda,chitnanda,Vira,152.0,['Dhanishtha'],Mars,Vasus,Rajas,Śodhana (purification),Darbari,Oṁ chitnandaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987509
https://schema.org,CreativeWork,SAN-0321,Chitmaya,chitmaya,Bhayanaka,153.6,['Shatabhisha'],Rahu,Varuna,Tamas,Kuṇḍalinī (healing),Bageshree,Oṁ chitmayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987523
https://schema.org,CreativeWork,SAN-0322,Mahakara,mahakara,Bibhatsa,155.6,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Dhana (wealth),Todi,Oṁ mahakaraya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987536
https://schema.org,CreativeWork,SAN-0323,Pranananda,pranananda,Adbhuta,157.7,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Navīkaraṇa (renewal),Ahir Bhairav,Oṁ prananandaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987548
https://schema.org,CreativeWork,SAN-0324,Svamaya,svamaya,Shanta,160.1,['Revati'],Mercury,Pushan,Tamas,Vijaya (victory),Kafi,Oṁ svamayaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987561
https://schema.org,CreativeWork,SAN-0325,Vedatva,vedatva,Shringara,108.3,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Śodhana (purification),Bageshree,Oṁ vedatvaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987574
https://schema.org,CreativeWork,SAN-0326,Chitmaya,chitmaya,Hasya,109.7,['Bharani'],Venus,Yama,Rajas,Śakti (power),Brindavani Sarang,Oṁ chitmayaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987586
https://schema.org,CreativeWork,SAN-0327,Adirupa,adirupa,Karuna,112.2,['Krittika'],Sun,Agni,Tamas,Svātantrya (freedom),Kafi,Oṁ adirupaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987600
https://schema.org,CreativeWork,SAN-0328,Pranatva,pranatva,Raudra,114.5,['Rohini'],Moon,Prajapati,Sattva,Mūla śodhana (root),Ahir Bhairav,Oṁ pranatvaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987615
https://schema.org,CreativeWork,SAN-0329,Svapada,svapada,Vira,115.8,['Mrigashira'],Mars,Soma,Rajas,Śakti (power),Kafi,Oṁ svapadaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987628
https://schema.org,CreativeWork,SAN-0330,Mahalaya,mahalaya,Bhayanaka,118.4,['Ardra'],Rahu,Rudra,Tamas,Śakti (power),Brindavani Sarang,Oṁ mahalayaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987641
https://schema.org,CreativeWork,SAN-0331,Vedakara,vedakara,Bibhatsa,120.0,['Punarvasu'],Jupiter,Aditi,Sattva,Parivartana (transformation),Ahir Bhairav,Oṁ vedakaraya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987653
https://schema.org,CreativeWork,SAN-0332,Adinanda,adinanda,Adbhuta,122.2,['Pushya'],Saturn,Brihaspati,Rajas,Vaivāhika (marriage),Ahir Bhairav,Oṁ adinandaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987665
https://schema.org,CreativeWork,SAN-0333,Atmatva,atmatva,Shanta,124.4,['Ashlesha'],Mercury,Sarpas,Tamas,Pauṣṭi (nourishment),Khamaj,Oṁ atmatvaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987677
https://schema.org,CreativeWork,SAN-0334,Parasthiti,parasthiti,Shringara,126.2,['Magha'],Ketu,Pitrs,Sattva,Saṃkṣobha (transformation),Shankara,Oṁ parasthitiye namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987690
https://schema.org,CreativeWork,SAN-0335,Mahapada,mahapada,Hasya,128.3,['Purva Phalguni'],Venus,Bhaga,Rajas,Dhana (wealth),Hamsadhwani,Oṁ mahapadaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987702
https://schema.org,CreativeWork,SAN-0336,Atmapada,atmapada,Karuna,129.8,['Uttara Phalguni'],Sun,Aryaman,Tamas,Dhana (wealth),Desh,Oṁ atmapadaya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987714
https://schema.org,CreativeWork,SAN-0337,Svananda,svananda,Raudra,131.7,['Hasta'],Moon,Savitr,Sattva,Saṃkṣobha (transformation),Marwa,Oṁ svanandaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987726
https://schema.org,CreativeWork,SAN-0338,Adimaya,adimaya,Vira,133.7,['Chitra'],Mars,Vishwakarma,Rajas,Vijaya (victory),Ahir Bhairav,Oṁ adimayaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987740
https://schema.org,CreativeWork,SAN-0339,Pararupa,pararupa,Bhayanaka,135.9,['Swati'],Rahu,Vayu,Tamas,Saṃkṣobha (transformation),Kafi,Oṁ pararupaya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987754
https://schema.org,CreativeWork,SAN-0340,Anandamaya,anandamaya,Bibhatsa,138.3,['Vishakha'],Jupiter,Indra-Agni,Sattva,Nāyakatva (leadership),Desh,Oṁ anandamayaya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987767
https://schema.org,CreativeWork,SAN-0341,Anandasthiti,anandasthiti,Adbhuta,139.5,['Anuradha'],Saturn,Mitra,Rajas,Śakti (power),Desh,Oṁ anandasthitiye namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.987779
https://schema.org,CreativeWork,SAN-0342,Svakara,svakara,Shanta,142.4,['Jyeshtha'],Mercury,Indra,Tamas,Śodhana (purification),Darbari,Oṁ svakaraya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987791
https://schema.org,CreativeWork,SAN-0343,Brahmananda,brahmananda,Shringara,144.2,['Mula'],Ketu,Nirriti,Sattva,Kuṇḍalinī (healing),Malkauns,Oṁ brahmanandaya namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",High Frequency,2026-05-11T11:12:43.987804
https://schema.org,CreativeWork,SAN-0344,Svamaya,svamaya,Hasya,145.5,['Purva Ashadha'],Venus,Apas,Rajas,Śilpa (art),Yaman,Oṁ svamayaya namaḥ,"laughter, joy, mirth · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987816
https://schema.org,CreativeWork,SAN-0345,Brahmasara,brahmasara,Karuna,148.1,['Uttara Ashadha'],Sun,Vishvedevas,Tamas,Śodhana (purification),Rageshri,Oṁ brahmasaraya namaḥ,"compassion, mercy, empathy · stable, inert, grounded · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987828
https://schema.org,CreativeWork,SAN-0346,Adirupa,adirupa,Raudra,150.4,['Shravana'],Moon,Vishnu,Sattva,Pauṣṭi (nourishment),Marwa,Oṁ adirupaya namaḥ,"fury, anger, intensity · pure, harmonious, balanced · sacred vibration",Medium Frequency,2026-05-11T11:12:43.987841
https://schema.org,CreativeWork,SAN-0347,Paratva,paratva,Vira,152.4,['Dhanishtha'],Mars,Vasus,Rajas,Paitṛka (ancestral),Malkauns,Oṁ paratvaya namaḥ,"heroism, courage, valor · active, passionate, dynamic · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987853
https://schema.org,CreativeWork,SAN-0348,Brahmasara,brahmasara,Bhayanaka,154.0,['Shatabhisha'],Rahu,Varuna,Tamas,Śuddhi (purification),Marwa,Oṁ brahmasaraya namaḥ,"fear, terror, awe · stable, inert, grounded · sacred vibration",High Frequency,2026-05-11T11:12:43.987866
https://schema.org,CreativeWork,SAN-0349,Adigata,adigata,Bibhatsa,155.5,['Purva Bhadrapada'],Jupiter,Aja Ekapada,Sattva,Śravaṇa (learning),Bhoop,Oṁ adigataya namaḥ,"aversion, disgust, repulsion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987879
https://schema.org,CreativeWork,SAN-0350,Vedamaya,vedamaya,Adbhuta,157.5,['Uttara Bhadrapada'],Saturn,Ahirbudhnya,Rajas,Paitṛka (ancestral),Rageshri,Oṁ vedamayaya namaḥ,"wonder, amazement, curiosity · active, passionate, dynamic · sacred vibration",High Frequency,2026-05-11T11:12:43.987891
https://schema.org,CreativeWork,SAN-0351,Svananda,svananda,Shanta,160.0,['Revati'],Mercury,Pushan,Tamas,Parivartana (transformation),Bageshree,Oṁ svanandaya namaḥ,"peace, tranquility, stillness · stable, inert, grounded · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987904
https://schema.org,CreativeWork,SAN-0352,Atmasthiti,atmasthiti,Shringara,108.0,['Ashwini'],Ketu,Ashwini Kumaras,Sattva,Mūla śodhana (root),Rageshri,Oṁ atmasthitiye namaḥ,"love, beauty, devotion · pure, harmonious, balanced · sacred vibration",Deep Frequency,2026-05-11T11:12:43.987917
